utm_x,utm_y,flag
418521.144975,3867785.155295,0
418521.183281,3867785.354589,0
418521.267539,3867785.586746,0
418521.379488,3867785.851928,0
418521.546224,3867786.116621,0
418521.731123,3867786.370062,0
418521.897760,3867786.623665,0
418522.054672,3867786.810810,0
418522.229946,3867787.008882,0
418522.377430,3867787.162838,0
418522.561240,3867787.294289,0
418522.744952,3867787.414649,0
418522.983550,3867787.545611,0
418523.276737,3867787.653904,0
418523.624612,3867787.750618,0
418523.981321,3867787.813980,0
418524.337734,3867787.844073,0
418524.684619,3867787.829887,0
418524.994782,3867787.793847,0
418525.277354,3867787.735872,0
418525.523302,3867787.667132,0
418525.741856,3867787.598637,0
418525.951082,3867787.508043,0
418526.142144,3867787.428702,0
418526.342337,3867787.349280,0
418526.542431,3867787.258768,0
418526.760886,3867787.179183,0
418526.979243,3867787.088508,0
418527.197699,3867787.008922,0
418527.425186,3867786.918166,0
418527.643444,3867786.816401,0
418527.861702,3867786.714636,0
418528.088892,3867786.590609,0
418528.297722,3867786.455655,0
418528.488092,3867786.298685,0
418528.669231,3867786.130705,0
418528.904267,3867785.862428,0
418529.039552,3867785.672676,0
418529.156477,3867785.471997,0
418529.255040,3867785.260391,0
418529.335439,3867785.060038,0
418529.424871,3867784.848513,0
418529.523335,3867784.625817,0
418529.576045,3867784.392439,0
418529.637885,3867784.158978,0
418529.708659,3867783.903257,0
418529.761269,3867783.658788,0
418529.832043,3867783.403067,0
418529.903015,3867783.169525,0
418529.955625,3867782.925057,0
418529.999104,3867782.680669,0
418530.015190,3867782.436527,0
418530.040506,3867782.203392,0
418530.084084,3867781.970095,0
418530.091137,3867781.737124,0
418530.070797,3867781.504397,0
418530.032195,3867781.271833,0
418529.984560,3867781.050440,0
418529.954891,3867780.795615,0
418529.925321,3867780.551879,0
418529.877488,3867780.308307,0
418529.838787,3867780.064653,0
418529.818249,3867779.809746,0
418529.779449,3867779.555002,0
418529.740747,3867779.311348,0
418529.710979,3867779.045433,0
418529.671882,3867778.757419,0
418529.632587,3867778.447225,0
418529.583864,3867778.103842,0
418529.525911,3867777.749451,0
418529.458827,3867777.395142,0
418529.400972,3867777.051841,0
418529.343118,3867776.708540,0
418529.294692,3867776.398427,0
418529.246463,3867776.110495,0
418529.216794,3867775.855669,0
418529.168962,3867775.612097,0
418529.139589,3867775.390541,0
418529.110118,3867775.157896,0
418529.080845,3867774.947430,0
418529.042341,3867774.725956,0
418529.012969,3867774.504401,0
418528.983399,3867774.260665,0
418528.953729,3867774.005840,0
418528.924060,3867773.751014,0
418528.884963,3867773.463001,0
418528.827504,3867773.164060,0
418528.788012,3867772.831686,0
418528.720927,3867772.477376,0
418528.672006,3867772.111814,0
418528.614053,3867771.757423,0
418528.565231,3867771.402950,0
418528.535364,3867771.125945,0
418528.506090,3867770.915479,0
418528.485849,3867770.693842,0
418528.455685,3867770.383567,0
418528.426313,3867770.162011,0
418528.396941,3867769.940456,0
418528.349405,3867769.730153,0
418528.301275,3867769.453311,0
418528.262475,3867769.198567,0
418528.204818,3867768.877446,0
418528.146865,3867768.523055,0
418528.098142,3867768.179673,0
418528.049518,3867767.847380,0
418528.010717,3867767.592636,0
418527.981543,3867767.393261,0
418527.933710,3867767.149688,0
418527.903546,3867766.839413,0
418527.864350,3867766.540309,0
418527.797464,3867766.208179,0
418527.757575,3867765.831445,0
418527.719170,3867765.621061,0
418527.670051,3867765.233319,0
418527.631745,3867765.034025,0
418527.611108,3867764.768028,0
418527.580846,3867764.446663,0
418527.551473,3867764.225107,0
