utm_x,utm_y,flag
332237.601664,4128592.373249,0
332237.795809,4128592.324963,0
332238.034057,4128592.264694,0
332238.299345,4128592.226083,0
332238.582585,4128592.198213,0
332238.883777,4128592.181084,0
332239.185192,4128592.175050,0
332239.486607,4128592.169016,0
332239.779156,4128592.163159,0
332240.045332,4128592.168931,0
332240.284913,4128592.175235,0
332240.497677,4128592.170975,0
332240.701353,4128592.155798,0
332240.975950,4128592.139201,0
332241.250325,4128592.111509,0
332241.454001,4128592.096332,0
332241.675407,4128592.080799,0
332241.896591,4128592.054172,0
332242.135284,4128592.016094,0
332242.373976,4128591.978016,0
332242.603359,4128591.917924,0
332242.841385,4128591.846560,0
332243.061681,4128591.775550,0
332243.282199,4128591.715636,0
332243.493630,4128591.644804,0
332243.687330,4128591.574327,0
332243.960594,4128591.491157,0
332244.207263,4128591.408519,0
332244.445290,4128591.337155,0
332244.691959,4128591.254517,0
332244.973866,4128591.160075,0
332245.193940,4128591.077970,0
332245.423101,4128591.006783,0
332245.678413,4128590.912872,0
332245.924860,4128590.819140,0
332246.179950,4128590.714134,0
332246.435040,4128590.609128,0
332246.672400,4128590.504477,0
332246.909982,4128590.410922,0
332247.147564,4128590.317366,0
332247.376280,4128590.223988,0
332247.596132,4128590.130788,0
332247.824849,4128590.037410,0
332248.054010,4128589.966223,0
332248.265218,4128589.884296,0
332248.476649,4128589.813464,0
332248.679215,4128589.742809,0
332248.872693,4128589.661237,0
332249.066616,4128589.601855,0
332249.260316,4128589.531378,0
332249.471525,4128589.449451,0
332249.682733,4128589.367523,0
332249.893942,4128589.285596,0
332250.113794,4128589.192395,0
332250.342733,4128589.110113,0
332250.580759,4128589.038749,0
332250.818563,4128588.956289,0
332251.038859,4128588.885280,0
332251.259155,4128588.814270,0
332251.479451,4128588.743261,0
332251.672929,4128588.661689,0
332251.945972,4128588.567423,0
332252.227657,4128588.461885,0
332252.421358,4128588.391409,0
332252.632788,4128588.320577,0
332252.843997,4128588.238649,0
332253.064071,4128588.156545,0
332253.275502,4128588.085713,0
332253.486711,4128588.003785,0
332253.707006,4128587.932776,0
332253.909350,4128587.851026,0
332254.120781,4128587.780194,0
332254.341077,4128587.709185,0
332254.534555,4128587.627613,0
332254.816241,4128587.522075,0
332255.071775,4128587.439260,0
332255.274341,4128587.368606,0
