utm_x,utm_y,flag
332232.209448,4128577.751579,1
332232.402927,4128577.670006,1
332232.649374,4128577.576273,1
332232.860805,4128577.505441,1
332233.072014,4128577.423513,1
332233.274579,4128577.352858,1
332233.486455,4128577.304216,1
332233.689687,4128577.266848,1
332233.928380,4128577.228770,1
332234.167739,4128577.223978,1
332234.389812,4128577.241732,1
332234.612329,4128577.281677,1
332234.826426,4128577.343991,1
332235.032101,4128577.428673,1
332235.220935,4128577.558092,1
332235.409991,4128577.698606,1
332235.572007,4128577.817462,1
332235.760840,4128577.946881,1
332235.931944,4128578.076655,1
332236.112356,4128578.228443,1
332236.292325,4128578.358039,1
332236.463650,4128578.498908,1
332236.643841,4128578.639600,1
332236.806079,4128578.769552,1
332236.968539,4128578.910599,1
332237.130556,4128579.029455,1
332237.292794,4128579.159406,1
332237.455032,4128579.289358,1
332237.626357,4128579.430227,1
332237.815191,4128579.559646,1
332237.986072,4128579.678325,1
332238.157397,4128579.819194,1
332238.328279,4128579.937872,1
332238.499382,4128580.067646,1
332238.652755,4128580.197775,1
332238.814771,4128580.316631,1
332238.994295,4128580.424037,1
332239.200193,4128580.519815,1
332239.432241,4128580.592869,1
332239.654759,4128580.632814,1
332239.885697,4128580.650391,1
332240.124834,4128580.634504,1
332240.346018,4128580.607876,1
332240.539719,4128580.537399,1
332240.301914,4128580.619859,10
332240.063666,4128580.680128,0
332239.789735,4128580.730011,0
332239.514693,4128580.724417,0
332239.257382,4128580.718469,0
332238.990094,4128580.657220,0
332238.704411,4128580.563039,0
332238.435124,4128580.401931,0
332238.246735,4128580.294703,0
332238.067211,4128580.187297,0
332237.887464,4128580.068796,0
332237.636353,4128579.929524,0
332237.385463,4128579.801347,0
332237.152082,4128579.661720,0
332236.945740,4128579.543752,0
332236.757350,4128579.436524,0
332236.550786,4128579.307460,0
332236.191960,4128579.103744,0
332235.994706,4128578.996694,0
332235.770633,4128578.879080,0
332235.537696,4128578.761644,0
332235.295894,4128578.644385,0
332235.045448,4128578.538400,0
332234.804090,4128578.443332,0
332234.580462,4128578.347909,0
332234.356834,4128578.252487,0
332234.160024,4128578.167627,0
332233.963213,4128578.082768,0
332233.703903,4128577.976960,0
332233.453901,4128577.893165,0
332233.168440,4128577.810080,0
332232.963430,4128577.758685,0
332232.723183,4128577.719094,0
332232.483157,4128577.690600,0
332232.225846,4128577.684651,0
332231.845755,4128577.747760,0
332231.598863,4128577.819302,0
332231.361725,4128577.935049,0
332231.133453,4128578.050618,0
332230.887227,4128578.155447,0
332230.649645,4128578.249003,0
332230.420484,4128578.320190,0
332230.209275,4128578.402118,0
332229.980781,4128578.506592,0
332229.743199,4128578.600148,0
332229.531768,4128578.670980,0
332229.294408,4128578.775632,0
332229.083199,4128578.857560,0
332228.863347,4128578.950761,0
332228.634630,4128579.044139,0
332228.397048,4128579.137695,0
332228.141958,4128579.242701,0
332227.869360,4128579.359158,0
332227.587896,4128579.475792,0
332227.385775,4128579.568638,0
332227.174788,4128579.661662,0
332226.954936,4128579.754863,0
332226.743950,4128579.847886,0
332226.550694,4128579.940555,0
332226.295603,4128580.045561,0
332226.058244,4128580.150213,0
332225.829749,4128580.254687,0
332225.601254,4128580.359161,0
332225.390045,4128580.441089,0
332225.187924,4128580.533935,0
332224.897373,4128580.639651,0
332224.668879,4128580.744125,0
332224.369685,4128580.861115,0
332224.175762,4128580.920497,0
332223.982506,4128581.013165,0
332223.789028,4128581.094738,0
332223.604637,4128581.187230,0
332223.341126,4128581.314605,0
332223.139671,4128581.440737,0
332222.973454,4128581.555064,0
332222.772666,4128581.714483,0
332222.615981,4128581.861919,0
332222.450431,4128582.009533,0
332222.294190,4128582.179160,0
332222.146593,4128582.337514,0
332222.008083,4128582.506787,0
332221.844310,4128582.743164,0
332221.724196,4128582.945368,0
332221.595662,4128583.169940,0
332221.452063,4128583.528013,0
332221.377830,4128583.806998,0
332221.346368,4128584.007426,0
332221.343278,4128584.296087,0
332221.339078,4128584.529270,0
332221.361473,4128584.761920,0
332221.392290,4128584.972202,0
332221.388089,4128585.205385,0
332221.419572,4128585.448953,0
332221.433102,4128585.681781,0
332221.483203,4128585.969376,0
332221.522662,4128586.168385,0
332221.581407,4128586.444707,0
332221.648794,4128586.709757,0
332221.706650,4128586.941697,0
332221.773815,4128587.195651,0
332221.831005,4128587.394305,0
332221.907035,4128587.648081,0
332221.991042,4128587.857298,0
332222.111620,4128588.121283,0
332222.195405,4128588.319404,0
332222.297142,4128588.528266,0
332222.390014,4128588.737306,0
332222.473799,4128588.935427,0
332222.593933,4128589.177221,0
332222.695448,4128589.374987,0
332222.797408,4128589.594945,0
332222.898923,4128589.792711,0
332223.028144,4128590.045423,0
332223.148500,4128590.298312,0
332223.314959,4128590.639077,0
332223.426227,4128590.881048,0
332223.546583,4128591.133937,0
332223.667161,4128591.397922,0
332223.787517,4128591.650811,0
332223.899008,4128591.903877,0
332224.019364,4128592.156766,0
332224.121546,4128592.387819,0
332224.214640,4128592.607954,0
332224.316155,4128592.805721,0
332224.426313,4128592.992214,0
332224.573264,4128593.244571,0
332224.746367,4128593.474204,0
332224.927890,4128593.681469,0
332225.109413,4128593.888733,0
332225.290492,4128594.073807,0
332225.471349,4128594.247785,0
332225.643119,4128594.410845,0
332225.823754,4128594.573728,0
332226.030984,4128594.736078,0
332226.193000,4128594.854934,0
332226.363881,4128594.973612,0
332226.552492,4128595.091936,0
332226.740659,4128595.188068,0
332227.000414,4128595.316067,0
332227.241772,4128595.411134,0
332227.446780,4128595.462530,0
332227.687027,4128595.502120,0
332227.935696,4128595.519341,0
332228.201427,4128595.502921,0
332228.413969,4128595.487566,0
332228.644018,4128595.460761,0
332228.873623,4128595.411764,0
332229.093918,4128595.340754,0
332229.314214,4128595.269744,0
332229.516557,4128595.187994,0
332229.772091,4128595.105179,0
332229.983966,4128595.056537,0
332230.204261,4128594.985527,0
332230.451152,4128594.913985,0
332230.653718,4128594.843330,0
332230.883101,4128594.783238,0
332231.103396,4128594.712228,0
332231.341422,4128594.640863,0
332231.579226,4128594.558403,0
332231.808609,4128594.498311,0
332232.037325,4128594.404933,0
332232.301724,4128594.321940,0
332232.495647,4128594.262558,0
332232.689347,4128594.192081,0
332232.962167,4128594.086719,0
332233.182463,4128594.015710,0
332233.375941,4128593.934137,0
332233.596014,4128593.852031,0
332233.807001,4128593.759008,11
332234.000701,4128593.688531,11
332234.229417,4128593.595152,11
332234.449269,4128593.501952,11
332234.678207,4128593.419669,11
332234.889194,4128593.326646,11
332235.091759,4128593.255991,11
332235.285237,4128593.174418,11
332235.478938,4128593.103940,11
332235.672860,4128593.044559,11
332235.875425,4128592.973904,11
332236.086634,4128592.891976,11
332236.289199,4128592.821321,11
332236.500630,4128592.750489,11
332236.694330,4128592.680012,11
332236.905983,4128592.620275,11
332237.099683,4128592.549797,11
332237.293383,4128592.479320,11
