utm_x,utm_y,flag
418527.751604,3867787.680524,1
418527.703475,3867787.403682,1
418527.664773,3867787.160028,1
418527.616842,3867786.905365,1
418527.540033,3867786.484597,1
418527.482673,3867786.196746,1
418527.425314,3867785.908895,1
418527.368251,3867785.654314,1
418527.302057,3867785.399814,1
418527.244895,3867785.134143,1
418527.187932,3867784.890652,1
418527.121837,3867784.647243,1
418527.064873,3867784.403752,1
418527.026270,3867784.171188,1
418526.987470,3867783.916444,1
418526.957999,3867783.683798,1
418526.928428,3867783.440063,1
418526.889727,3867783.196409,1
418526.860157,3867782.952673,1
418526.821356,3867782.697929,1
418526.782457,3867782.432095,1
418526.752887,3867782.188360,1
418526.705153,3867781.955877,1
418526.675583,3867781.712142,1
418526.627750,3867781.468569,1
418526.579818,3867781.213907,1
418526.541117,3867780.970253,1
418526.529809,3867780.726355,1
418526.518501,3867780.482456,1
418526.525456,3867780.238395,1
418526.559902,3867780.005179,1
418526.621644,3867779.760629,1
418526.746512,3867779.426789,1
418526.898873,3867779.103794,1
418527.015599,3867778.880935,1
418527.123195,3867778.658158,1
418527.230790,3867778.435380,1
418527.338385,3867778.212603,1
418527.445981,3867777.989825,1
418527.553477,3867777.755958,1
418527.661072,3867777.533180,1
418527.759536,3867777.310484,1
418527.848770,3867777.076780,1
418527.956267,3867776.842912,1
418528.027337,3867776.620461,1
418528.116670,3867776.397846,1
418528.215135,3867776.175150,1
418528.331960,3867775.963381,1
418528.448786,3867775.751612,1
418528.583873,3867775.539681,1
418528.700699,3867775.327912,1
418528.835688,3867775.104890,1
418528.952414,3867774.882031,1
418529.078272,3867774.659090,1
418529.213261,3867774.436069,1
418529.348349,3867774.224137,1
418529.492568,3867774.012124,1
418529.636787,3867773.800110,1
418529.790236,3867773.599105,1
418529.943785,3867773.409191,1
418530.069741,3867773.197340,1
418530.195698,3867772.985490,1
418530.285130,3867772.773965,1
418530.365332,3867772.551432,1
418530.418239,3867772.340234,1
418530.452785,3867772.118108,1
418530.450708,3867771.885218,1
418530.420346,3867771.552763,1
418530.335593,3867771.265156,1
418530.260762,3867771.066188,1
418530.290234,3867771.298833,10
418530.329034,3867771.553577,0
418530.321882,3867771.775459,0
418530.278501,3867772.030936,0
418530.216958,3867772.297666,0
418530.091298,3867772.542786,0
418529.866085,3867772.888613,0
418529.694472,3867773.100870,0
418529.513827,3867773.324300,0
418529.251892,3867773.648272,0
418529.080082,3867773.838350,0
418528.926534,3867774.028264,0
418528.754723,3867774.218342,0
418528.592044,3867774.408338,0
418528.447627,3867774.598172,0
418528.303210,3867774.788005,0
418528.177055,3867774.977675,0
418528.060131,3867775.178354,0
418527.961568,3867775.389960,0
418527.881366,3867775.612493,0
418527.810295,3867775.834945,0
418527.721061,3867776.068649,0
418527.668352,3867776.302028,0
418527.588249,3867776.535651,0
418527.517376,3867776.780283,0
418527.464766,3867777.024751,0
418527.421386,3867777.280229,0
418527.377907,3867777.524616,0
418527.352789,3867777.779930,0
418527.345834,3867778.023991,0
418527.348110,3867778.279061,0
418527.359517,3867778.534049,0
418527.370924,3867778.789038,0
418527.382331,3867779.044026,0
418527.402671,3867779.276753,0
418527.423110,3867779.520570,0
418527.443549,3867779.764387,0
418527.463988,3867780.008204,0
418527.493558,3867780.251939,0
418527.504767,3867780.484748,0
418527.525305,3867780.739655,0
418527.545744,3867780.983472,0
418527.566381,3867781.249468,0
418527.577887,3867781.515547,0
418527.589096,3867781.748355,0
418527.609634,3867782.003262,0
418527.611811,3867782.247242,0
418527.641579,3867782.513157,0
418527.671248,3867782.767983,0
418527.728212,3867783.011474,0
418527.786066,3867783.354775,0
418527.824768,3867783.598429,0
418527.854338,3867783.842164,0
418527.894227,3867784.218898,0
418527.934016,3867784.584542,0
418527.954554,3867784.839449,0
418527.984323,3867785.105365,0
418528.015080,3867785.482180,0
418528.073231,3867785.858751,0
418528.102900,3867786.113576,0
418528.142888,3867786.501400,0
418528.181589,3867786.745054,0
418528.230708,3867787.132797,0
418528.260179,3867787.365442,0
418528.280223,3867787.564899,0
