utm_x,utm_y,flag
332232.076693,4128577.765337,1
332232.261306,4128577.683941,1
332232.445920,4128577.602546,1
332232.692367,4128577.508813,1
332232.885623,4128577.416144,1
332233.105475,4128577.322943,1
332233.334192,4128577.229565,1
332233.589060,4128577.113463,1
332233.843706,4128576.986266,1
332234.081066,4128576.881615,1
332234.291831,4128576.777496,1
332234.476444,4128576.696101,1
332234.669701,4128576.603433,1
332234.871600,4128576.499491,1
332235.082365,4128576.395372,1
332235.266978,4128576.313977,1
332235.477743,4128576.209858,1
332235.662134,4128576.117367,1
332235.864034,4128576.013426,1
332236.091862,4128575.875666,1
332236.276254,4128575.783175,1
332236.460645,4128575.690684,1
332236.653901,4128575.598016,1
332236.838293,4128575.505525,1
332237.031549,4128575.412857,1
332237.225028,4128575.331284,1
332237.418506,4128575.249711,1
332237.603120,4128575.168316,1
332237.796820,4128575.097839,1
332238.016894,4128575.015734,1
332238.210595,4128574.945256,1
332238.422248,4128574.885520,1
332238.616171,4128574.826138,1
332238.836912,4128574.777319,1
332239.057874,4128574.739596,1
332239.278837,4128574.701873,1
332239.544347,4128574.674358,1
332239.757111,4128574.670098,1
332240.005335,4128574.665129,1
332240.218321,4128574.671966,1
332240.440616,4128574.700815,1
332240.716325,4128574.739696,1
332240.929977,4128574.779819,1
332241.134986,4128574.831214,1
332241.339773,4128574.871515,1
332241.571600,4128574.933473,1
332241.839109,4128575.005818,1
332242.044341,4128575.068309,1
332242.232064,4128575.142251,1
332242.419787,4128575.216193,1
332242.616597,4128575.301052,1
332242.840225,4128575.396475,1
332243.055210,4128575.503171,1
332243.252464,4128575.610221,1
332243.440854,4128575.717450,1
332243.620378,4128575.824855,1
332243.808989,4128575.943179,1
332243.988514,4128576.050585,1
332244.213252,4128576.201485,1
332244.392776,4128576.308891,1
332244.572522,4128576.427392,1
332244.752269,4128576.545893,1
332244.949523,4128576.652944,1
332245.146778,4128576.759994,1
332245.326302,4128576.867400,1
332245.505826,4128576.974806,1
332245.729898,4128577.092420,1
332245.926930,4128577.188375,1
332246.114875,4128577.273412,1
332246.320107,4128577.335903,1
332246.525338,4128577.398395,1
332246.747855,4128577.438340,1
332246.970372,4128577.478286,1
332247.192667,4128577.507136,1
332247.405431,4128577.502877,1
332247.609552,4128577.509891,1
332247.830292,4128577.461072,1
332247.583178,4128577.521518,10
332247.318556,4128577.593415,0
332247.088729,4128577.631316,0
332246.867766,4128577.669039,0
332246.646582,4128577.695666,0
332246.434040,4128577.711021,0
332246.168085,4128577.716344,0
332245.918973,4128577.676931,0
332245.705321,4128577.636808,0
332245.509177,4128577.585235,0
332245.312589,4128577.511471,0
332245.062587,4128577.427676,0
332244.865777,4128577.342816,0
332244.669189,4128577.269052,0
332244.472379,4128577.184192,0
332244.293077,4128577.087882,0
332244.105354,4128577.013940,0
332243.881504,4128576.907422,0
332243.675606,4128576.811644,0
332243.469487,4128576.704771,0
332243.227240,4128576.565321,0
332243.030208,4128576.469366,0
332242.824088,4128576.362493,0
332242.600238,4128576.255974,0
332242.376610,4128576.160552,0
332242.162070,4128576.076047,0
332241.956616,4128576.002460,0
332241.697972,4128575.929938,0
332241.466367,4128575.879075,0
332241.270223,4128575.827502,0
332240.967920,4128575.789153,0
332240.763577,4128575.771044,0
332240.541504,4128575.753290,0
332240.301700,4128575.735891,0
332240.079627,4128575.718136,0
332239.866641,4128575.711300,0
332239.591599,4128575.705706,0
332239.369748,4128575.699047,0
332239.068111,4128575.693986,0
332238.828530,4128575.687682,0
332238.527114,4128575.693716,0
332238.296398,4128575.687234,0
332238.048396,4128575.703299,0
332237.791529,4128575.719541,0
332237.516931,4128575.736138,0
332237.110467,4128575.810875,0
332236.845400,4128575.860581,0
332236.580556,4128575.921383,0
332236.334109,4128576.015116,0
332236.087217,4128576.086658,0
332235.849191,4128576.158022,0
332235.611164,4128576.229387,0
332235.391090,4128576.311492,0
332235.188303,4128576.371052,0
332234.994380,4128576.430434,0
332234.756798,4128576.523989,0
332234.554232,4128576.594644,0
332234.334158,4128576.676749,0
332234.105441,4128576.770128,0
332233.876502,4128576.852410,0
332233.621189,4128576.946321,0
332233.383385,4128577.028781,0
332233.189684,4128577.099259,0
332232.987563,4128577.192105,0
332232.758846,4128577.285483,0
332232.521264,4128577.379039,0
332232.160458,4128577.519461,0
332231.931741,4128577.612839,0
332231.729397,4128577.694590,0
332231.500680,4128577.787968,0
332231.316067,4128577.869364,0
332231.060977,4128577.974370,0
332230.709258,4128578.125710,0
332230.498271,4128578.218734,0
332230.269554,4128578.312112,0
332230.023329,4128578.416941,0
332229.768239,4128578.521947,0
332229.398790,4128578.673643,0
332229.152343,4128578.767376,0
332228.923626,4128578.860754,0
332228.703774,4128578.953955,0
332228.501431,4128579.035706,0
332228.299087,4128579.117456,0
332228.096522,4128579.188111,0
332227.903043,4128579.269684,0
332227.691834,4128579.351612,0
332227.480626,4128579.433540,0
332227.260774,4128579.526741,0
332227.031835,4128579.609024,0
332226.794253,4128579.702580,0
332226.547806,4128579.796314,0
332226.319089,4128579.889692,0
332226.072642,4128579.983425,0
332225.826195,4128580.077159,0
332225.562462,4128580.193438,0
332225.237339,4128580.344247,0
332225.017709,4128580.448543,0
332224.781016,4128580.586481,0
332224.588426,4128580.712436,0
332224.386971,4128580.838569,0
332224.194825,4128580.986715,0
332223.984283,4128581.101929,0
332223.783273,4128581.250253,0
332223.591127,4128581.398399,0
332223.407847,4128581.546367,0
332223.233431,4128581.694159,0
332223.067881,4128581.841772,0
332222.910974,4128581.978113,0
332222.719495,4128582.159545,0
332222.563033,4128582.318077,0
332222.406570,4128582.476609,0
332222.233043,4128582.668782,0
332222.094311,4128582.826958,0
332221.964888,4128583.007149,0
332221.827044,4128583.209707,0
332221.680557,4128583.423539,0
332221.552023,4128583.648111,0
332221.441663,4128583.894519,0
332221.349256,4128584.151668,0
332221.301174,4128584.407929,0
332221.288775,4128584.674576,0
332221.293440,4128584.907581,0
332221.306748,4128585.129314,0
332221.373247,4128585.349981,0
332221.405618,4128585.637931,0
332221.464362,4128585.914254,0
332221.531528,4128586.168208,0
332221.607336,4128586.410888,0
332221.683366,4128586.664665,0
332221.750309,4128586.907523,0
332221.825895,4128587.139109,0
332221.901037,4128587.348503,0
332221.985933,4128587.602102,0
332222.069496,4128587.789128,0
332222.153280,4128587.987250,0
332222.246375,4128588.207385,0
332222.339247,4128588.416424,0
332222.432341,4128588.636559,0
332222.525213,4128588.845598,0
332222.608998,4128589.043720,0
332222.720489,4128589.296786,0
332222.813805,4128589.528017,0
332222.897812,4128589.737234,0
332223.000215,4128589.979382,0
332223.129659,4128590.243189,0
332223.240261,4128590.451874,0
332223.342220,4128590.671831,0
332223.461910,4128590.891434,0
332223.581822,4128591.122132,0
332223.710599,4128591.352652,0
332223.839153,4128591.572077,0
332223.958843,4128591.791680,0
332224.060136,4128591.978351,0
332224.188913,4128592.208872,0
332224.281340,4128592.395720,0
332224.428736,4128592.670268,0
332224.557291,4128592.889693,0
332224.739925,4128593.152435,0
332224.958464,4128593.436658,0
332225.113169,4128593.633360,0
