utm_x,utm_y,flag
332219.367319,4128557.362795,1
332219.459747,4128557.549644,1
332219.552397,4128557.747587,1
332219.653913,4128557.945354,1
332219.755428,4128558.143120,1
332219.856944,4128558.340887,1
332219.967324,4128558.538476,1
332220.068618,4128558.725147,1
332220.206260,4128558.955490,1
332220.307331,4128559.131065,1
332220.408402,4128559.306641,1
332220.536513,4128559.503875,1
332220.646894,4128559.701464,1
332220.748409,4128559.899230,1
332220.867655,4128560.096642,1
332220.978036,4128560.294231,1
332221.106369,4128560.502560,1
332221.269940,4128560.699084,1
332221.423758,4128560.851404,1
332221.586663,4128561.014642,1
332221.757990,4128561.155511,1
332221.928871,4128561.274189,1
332222.099975,4128561.403963,1
332222.270635,4128561.511545,1
332222.476311,4128561.596227,1
332222.690408,4128561.658540,1
332222.886330,4128561.699018,1
332223.126356,4128561.727512,1
332223.374581,4128561.722543,1
332223.586901,4128561.696092,1
332223.824705,4128561.613631,1
332224.062510,4128561.531171,1
332224.255767,4128561.438502,1
332224.484040,4128561.322933,1
332224.756639,4128561.206476,1
332224.958983,4128561.124725,1
332225.169970,4128561.031702,1
332225.372092,4128560.938856,1
332225.617873,4128560.811836,1
332225.819995,4128560.718990,1
332226.022339,4128560.637239,1
332226.197643,4128560.533830,1
332226.417051,4128560.418438,1
332226.636681,4128560.314142,1
332226.856089,4128560.198750,1
332227.049346,4128560.106081,1
332226.838359,4128560.199105,0
332226.645324,4128560.302869,0
332226.443424,4128560.406810,0
332226.250390,4128560.510574,0
332226.057355,4128560.614338,0
332225.837503,4128560.707539,0
332225.626960,4128560.822754,0
332225.443013,4128560.937436,0
332225.240669,4128561.019187,0
332225.056055,4128561.100582,0
332224.862799,4128561.193251,0
332224.678407,4128561.285742,0
332224.476285,4128561.378588,0
332224.274608,4128561.493625,0
332224.028382,4128561.598454,0
332223.843768,4128561.679849,0
332223.686639,4128561.805094,0
332223.529509,4128561.930340,0
332223.356204,4128562.133608,0
332223.174701,4128562.370341,0
332223.028658,4128562.606363,0
332222.943782,4128562.796761,0
332222.850264,4128562.998433,0
332222.783119,4128563.188476,0
332222.734371,4128563.411451,0
332222.703131,4128563.622975,0
332222.698930,4128563.856158,0
332222.721326,4128564.088808,0
332222.770316,4128564.320926,0
332222.845903,4128564.552511,0
332222.912179,4128564.762083,0
332223.013250,4128564.937659,0
332223.123853,4128565.146343,0
332223.216725,4128565.355383,0
332223.300288,4128565.542409,0
332223.366343,4128565.740885,0
332223.432619,4128565.950457,0
332223.499341,4128566.182220,0
332223.565395,4128566.380697,0
332223.657823,4128566.567545,0
332223.741608,4128566.765667,0
332223.825171,4128566.952693,0
332223.928019,4128567.217032,0
332224.020891,4128567.426072,0
332224.113763,4128567.635111,0
332224.197548,4128567.833233,0
332224.299064,4128568.030999,0
332224.373983,4128568.229298,0
332224.457546,4128568.416324,0
332224.541331,4128568.614446,0
332224.634203,4128568.823485,0
332224.717988,4128569.021607,0
332224.792908,4128569.219906,0
332224.867606,4128569.407109,0
332224.942525,4128569.605408,0
332225.026532,4128569.814625,0
332225.101230,4128570.001828,0
332225.176594,4128570.222318,0
332225.261045,4128570.453726,0
