utm_x,utm_y,flag
418518.617042,3867769.983350,0
418518.550947,3867769.739941,0
418518.503312,3867769.518548,0
418518.492201,3867769.296830,0
418518.421230,3867769.530372,0
418518.477798,3867769.729503,0
418518.534366,3867769.928634,0
418518.590935,3867770.127765,0
418518.647503,3867770.326896,0
418518.731366,3867770.514692,0
418518.851556,3867770.679983,0
418518.953582,3867770.856527,0
418518.982757,3867771.055902,0
418518.810155,3867771.157260,0
418518.830198,3867771.356717,0
418519.781600,3867779.732930,0
