utm_x,utm_y,flag
332219.378183,4128557.462477,1
332219.498318,4128557.704270,1
332219.609809,4128557.957337,1
332219.702459,4128558.155281,1
332219.830348,4128558.341419,1
332219.966436,4128558.494094,1
332220.147071,4128558.656977,1
332220.326818,4128558.775477,1
332220.524074,4128558.882527,1
332220.738837,4128558.978127,1
332220.944069,4128559.040618,1
332221.193182,4128559.080030,1
332221.432764,4128559.086334,1
332221.654171,4128559.070801,1
332221.857848,4128559.055623,1
332222.069724,4128559.006982,1
332222.272734,4128558.958517,1
332222.484832,4128558.920971,1
332222.688064,4128558.883603,1
332222.908361,4128558.812593,1
332223.110927,4128558.741937,1
332223.313493,4128558.671282,1
332223.506972,4128558.589709,1
332223.709538,4128558.519054,1
332223.911882,4128558.437304,1
332224.114226,4128558.355553,1
332224.316126,4128558.251612,1
332224.509605,4128558.170038,1
332224.684909,4128558.066629,1
332224.869523,4128557.985234,1
332225.098018,4128557.880760,1
332225.291275,4128557.788091,1
332225.484532,4128557.695423,1
332225.677789,4128557.602754,1
332225.484754,4128557.706518,10
332225.238528,4128557.811347,0
332225.010033,4128557.915821,0
332224.764030,4128558.031746,0
332224.474367,4128558.181844,0
332224.254514,4128558.275045,0
332224.034884,4128558.379341,0
332223.815254,4128558.483638,0
332223.595180,4128558.565743,0
332223.410788,4128558.658235,0
332223.173428,4128558.762886,0
332222.944710,4128558.856265,0
332222.717103,4128559.005121,0
332222.533823,4128559.153089,0
332222.315081,4128559.301768,0
332222.089696,4128559.561579,0
332221.960495,4128559.752864,0
332221.848579,4128559.921604,0
332221.737331,4128560.123630,0
332221.661320,4128560.313851,0
332221.594175,4128560.503894,0
332221.545649,4128560.737964,0
332221.506433,4128560.994048,0
332221.483836,4128561.194299,0
332221.461239,4128561.394551,0
332221.465681,4128561.616461,0
332221.487410,4128561.815824,0
332221.544600,4128562.014478,0
332221.610654,4128562.212955,0
332221.703083,4128562.399803,0
332221.795955,4128562.608843,0
332221.897470,4128562.806609,0
332221.990120,4128563.004553,0
332222.073683,4128563.191579,0
332222.175643,4128563.411537,0
332222.268515,4128563.620576,0
332222.352078,4128563.807602,0
332222.435863,4128564.005724,0
332222.519426,4128564.192750,0
332222.612520,4128564.412885,0
332222.714258,4128564.621747,0
332222.844812,4128564.941031,0
332222.937907,4128565.161166,0
332223.030557,4128565.359110,0
332223.142492,4128565.634368,0
332223.253539,4128565.865243,0
332223.328459,4128566.063542,0
332223.412244,4128566.261663,0
332223.569616,4128566.591511,0
332223.671575,4128566.811468,0
332223.755582,4128567.020685,0
332223.866851,4128567.262656,0
332223.941771,4128567.460955,0
332224.043731,4128567.680913,0
332224.172952,4128567.933624,0
332224.257181,4128568.153937,0
332224.331879,4128568.341140,0
332224.424751,4128568.550180,0
332224.555083,4128568.858369,0
332224.647955,4128569.067408,0
332224.722653,4128569.254612,0
332224.797351,4128569.441815,0
332224.881136,4128569.639937,0
332224.973786,4128569.837881,0
332225.057570,4128570.036002,0
332225.151553,4128570.300519,0
332225.235338,4128570.498641,0
