utm_x,utm_y,flag
332189.184950,4128615.720124,0
332189.064815,4128615.478331,0
332188.963744,4128615.302756,0
332188.825435,4128615.039127,0
332188.705078,4128614.786238,0
332188.621070,4128614.577022,0
332188.527753,4128614.345792,0
332188.443301,4128614.114384,0
332188.358627,4128613.871881,0
332188.292572,4128613.673405,0
332188.234715,4128613.441464,0
332188.167993,4128613.209702,0
332188.100827,4128612.955748,0
332188.033883,4128612.712890,0
332187.984447,4128612.458581,0
332187.935456,4128612.226463,0
332187.895552,4128612.005264,0
332187.873822,4128611.805900,0
332187.850315,4128611.517772,0
332187.844982,4128611.251480,0
332187.848071,4128610.962820,0
332187.852714,4128610.751828,0
332187.874644,4128610.518290,0
332187.887708,4128610.284930,0
332187.909415,4128610.040296,0
332187.922257,4128609.795840,0
332187.943965,4128609.551207,0
332187.965894,4128609.317669,0
332187.997133,4128609.106145,0
332188.045213,4128608.849883,0
332188.102381,4128608.604540,0
332188.177057,4128608.347745,0
332188.244201,4128608.157702,0
332188.320210,4128607.967481,0
332188.396219,4128607.777260,0
332188.497268,4128607.508838,0
332188.598761,4128607.262607,0
332188.692500,4128607.072030,0
332188.794882,4128606.870181,0
332188.896820,4128606.646141,0
332188.990782,4128606.466660,0
332189.101807,4128606.253538,0
332189.238761,4128606.006597,0
332189.384580,4128605.759478,0
332189.521978,4128605.534728,0
332189.668908,4128605.343087,0
332189.798774,4128605.185087,0
332189.946371,4128605.026732,0
332190.094190,4128604.879473,0
332190.277024,4128604.709313,0
332190.433931,4128604.572972,0
332190.626075,4128604.424825,0
332190.836172,4128604.287418,0
332191.028761,4128604.161462,0
332191.221794,4128604.057697,0
332191.397097,4128603.954288,0
332191.616281,4128603.827799,0
332191.809536,4128603.735130,0
332192.002791,4128603.642460,0
332192.222420,4128603.538163,0
332192.407032,4128603.456767,0
332192.661899,4128603.340664,0
332192.872885,4128603.247639,0
332193.092514,4128603.143342,0
332193.330095,4128603.049785,0
332193.576096,4128602.933860,0
332193.804812,4128602.840480,0
332194.033528,4128602.747101,0
332194.244736,4128602.665172,0
332194.446634,4128602.561230,0
332194.631247,4128602.479833,0
332194.885892,4128602.352635,0
332195.114163,4128602.237065,0
332195.333570,4128602.121672,0
332195.570484,4128601.994828,0
332195.816042,4128601.856712,0
332196.009297,4128601.764043,0
332196.211195,4128601.660101,0
332196.412872,4128601.545063,0
332196.623635,4128601.440943,0
332196.816891,4128601.348274,0
332197.001281,4128601.255782,0
332197.238640,4128601.151130,0
332197.440983,4128601.069378,0
332197.678119,4128600.953631,0
332197.959582,4128600.836995,0
332198.170790,4128600.755067,0
332198.381553,4128600.650947,0
332198.610269,4128600.557568,0
332198.839207,4128600.475284,0
332199.076789,4128600.381727,0
332199.323679,4128600.310184,0
332199.570792,4128600.249736,0
332199.827214,4128600.211302,0
332200.083637,4128600.172867,0
332200.331416,4128600.145706,0
332200.588727,4128600.151654,0
332200.828530,4128600.169052,0
332201.068555,4128600.197546,0
332201.309024,4128600.248230,0
332201.532208,4128600.321461,0
332201.746970,4128600.417060,0
332201.953090,4128600.523933,0
332202.150789,4128600.653173,0
332202.340067,4128600.804782,0
332202.520924,4128600.978760,0
332202.666765,4128601.175639,0
332202.812828,4128601.383613,0
332202.941384,4128601.603038,0
332203.052209,4128601.822818,0
332203.154390,4128602.053870,0
332203.265437,4128602.284746,0
332203.385127,4128602.504348,0
332203.504817,4128602.723950,0
332203.615864,4128602.954825,0
332203.726911,4128603.185701,0
332203.828871,4128603.405658,0
332203.930831,4128603.625615,0
332204.023703,4128603.834655,0
332204.144060,4128604.087543,0
332204.236932,4128604.296583,0
332204.338670,4128604.505444,0
332204.440185,4128604.703211,0
332204.533057,4128604.912250,0
332204.653414,4128605.165139,0
332204.745842,4128605.351987,0
332204.847579,4128605.560849,0
332204.940007,4128605.747697,0
332205.041301,4128605.934368,0
332205.161435,4128606.176161,0
332205.254307,4128606.385200,0
332205.356489,4128606.616253,0
332205.448917,4128606.803102,0
332205.541789,4128607.012141,0
332205.671233,4128607.275948,0
332205.746375,4128607.485342,0
332205.847668,4128607.672013,0
332205.931675,4128607.881230,0
332206.015460,4128608.079351,0
332206.127396,4128608.354608,0
332206.229356,4128608.574565,0
332206.322006,4128608.772509,0
332206.415322,4128609.003740,0
332206.553853,4128609.278464,0
