utm_x,utm_y,flag
332237.681672,4128592.382748,0
332237.918810,4128592.267001,0
332238.102535,4128592.141224,0
332238.277172,4128592.004528,0
332238.434079,4128591.868188,0
332238.573034,4128591.721107,0
332238.737473,4128591.518016,0
332238.885293,4128591.370758,0
332239.058598,4128591.167490,0
332239.197552,4128591.020409,0
332239.354015,4128590.861877,0
332239.527764,4128590.680800,0
332239.710600,4128590.510641,0
332239.911167,4128590.340127,0
332240.252909,4128590.133487,0
332240.480959,4128590.006822,0
332240.709010,4128589.880158,0
332240.937282,4128589.764589,0
332241.156912,4128589.660292,0
332241.376763,4128589.567092,0
332241.596615,4128589.473891,0
332241.816689,4128589.391786,0
332242.036540,4128589.298586,0
332242.265257,4128589.205208,0
332242.485109,4128589.112007,0
332242.696317,4128589.030079,0
332242.907304,4128588.937056,0
332243.109647,4128588.855306,0
332243.303125,4128588.773733,0
332243.496604,4128588.692161,0
332243.699169,4128588.621506,0
332243.883782,4128588.540111,0
332244.068396,4128588.458716,0
332244.341216,4128588.353355,0
332244.605393,4128588.259267,0
332244.860261,4128588.143166,0
332245.141725,4128588.026532,0
332245.344290,4128587.955878,0
332245.555277,4128587.862854,0
332245.775351,4128587.780749,0
332246.004068,4128587.687372,0
332246.232562,4128587.582898,0
332246.479009,4128587.489165,0
332246.716591,4128587.395610,0
332246.963261,4128587.312973,0
332247.209708,4128587.219240,0
332247.447512,4128587.136780,0
332247.685316,4128587.054320,0
332247.914477,4128586.983133,0
332248.117043,4128586.912479,0
332248.319830,4128586.852920,0
332248.601738,4128586.758477,0
332248.795439,4128586.688000,0
332248.998226,4128586.628441,0
332249.218300,4128586.546336,0
332249.438596,4128586.475327,0
332249.685043,4128586.381594,0
332249.923070,4128586.310230,0
332250.178382,4128586.216319,0
332250.433917,4128586.133505,0
332250.680808,4128586.061963,0
332250.927255,4128585.968230,0
332251.173702,4128585.874498,0
332251.411507,4128585.792038,0
332251.631803,4128585.721028,0
332251.834146,4128585.639278,0
332252.027625,4128585.557706,0
332252.265429,4128585.475246,0
332252.467772,4128585.393496,0
332252.705355,4128585.299941,0
332252.951802,4128585.206209,0
332253.180519,4128585.112831,0
332253.444696,4128585.018743,0
332253.700009,4128584.924833,0
332253.928948,4128584.842551,0
332254.113561,4128584.761156,0
