utm_x,utm_y,flag
332200.938412,4128548.962826,0
332201.140534,4128548.869979,0
332201.334235,4128548.799501,0
332201.562952,4128548.706122,0
332201.818487,4128548.623306,0
332202.082666,4128548.529217,0
332202.338201,4128548.446401,0
332202.593514,4128548.352489,0
332202.813366,4128548.259287,0
332203.068457,4128548.154280,0
332203.262158,4128548.083802,0
332203.499741,4128547.990246,0
332203.825531,4128547.872723,0
332204.027875,4128547.790972,0
332204.256815,4128547.708688,0
332204.503263,4128547.614954,0
332204.749489,4128547.510125,0
332205.013223,4128547.393845,0
332205.286044,4128547.288483,0
332205.558643,4128547.172025,0
332205.813290,4128547.044827,0
332206.067937,4128546.917629,0
332206.313940,4128546.801704,0
332206.568587,4128546.674506,0
332206.806170,4128546.580950,0
332207.034665,4128546.476475,0
332207.386385,4128546.325134,0
332207.605793,4128546.209741,0
332207.834955,4128546.138554,0
332208.055029,4128546.056448,0
332208.266017,4128545.963424,0
332208.494956,4128545.881140,0
332208.723674,4128545.787761,0
332208.961479,4128545.705300,0
332209.190197,4128545.611921,0
332209.427780,4128545.518365,0
332209.656497,4128545.424986,0
332209.894524,4128545.353621,0
332210.123464,4128545.271337,0
332210.343317,4128545.178136,0
332210.580677,4128545.073484,0
332210.791443,4128544.969365,0
332211.029248,4128544.886904,0
332211.240235,4128544.793880,0
332211.477818,4128544.700324,0
332211.697448,4128544.596027,0
332211.925944,4128544.491552,0
332212.145574,4128544.387256,0
332212.365205,4128544.282959,0
332212.584391,4128544.156471,0
332212.812886,4128544.051997,0
332213.041826,4128543.969713,0
332213.270544,4128543.876335,0
332213.499039,4128543.771860,0
332213.727757,4128543.678482,0
332213.956475,4128543.585103,0
332214.184971,4128543.480629,0
332214.413688,4128543.387250,0
332214.642184,4128543.282776,0
332214.879545,4128543.178124,0
332215.099175,4128543.073827,0
332215.327671,4128542.969353,0
332215.555944,4128542.853783,0
332215.793527,4128542.760227,0
332216.022245,4128542.666848,0
332216.250963,4128542.573469,0
332216.584730,4128542.411388,0
332216.804361,4128542.307091,0
332217.032856,4128542.202617,0
332217.243844,4128542.109593,0
332217.472339,4128542.005119,0
332217.691970,4128541.900822,0
332217.920466,4128541.796348,0
332218.140318,4128541.703147,0
332218.377679,4128541.598496,0
332218.597754,4128541.516390,0
332218.826250,4128541.411916,0
332219.045658,4128541.296524,0
332219.274376,4128541.203145,0
332219.502872,4128541.098671,0
332219.836861,4128540.947685,0
332220.064913,4128540.821020,0
332220.293409,4128540.716546,0
332220.522126,4128540.623167,0
332220.768353,4128540.518338,0
332221.014801,4128540.424605,0
332221.216257,4128540.298472,0
332221.453618,4128540.193820,0
332221.681891,4128540.078251,0
332221.910609,4128539.984872,0
332222.130240,4128539.880576,0
332222.349648,4128539.765184,0
332222.596097,4128539.671450,0
332222.824593,4128539.566976,0
332223.044445,4128539.473775,0
332223.272941,4128539.369301,0
332223.500993,4128539.242636,0
332223.729489,4128539.138162,0
332223.940254,4128539.034043,0
332224.160107,4128538.940842,0
332224.406555,4128538.847109,0
332224.635495,4128538.764826,0
332224.873523,4128538.693461,0
332225.120415,4128538.621918,0
332225.358887,4128538.572744,0
332225.606224,4128538.523393,0
332225.853561,4128538.474041,0
332226.092033,4128538.424868,0
332226.481435,4128538.383772,0
332226.720573,4128538.367884,0
332226.977220,4128538.340547,0
332227.225445,4128538.335577,0
332227.473670,4128538.330608,0
332227.722118,4128538.336734,0
332227.970788,4128538.353955,0
332228.344237,4128538.401979,0
332228.593795,4128538.463582,0
332228.843131,4128538.514090,0
332229.074959,4128538.576049,0
332229.307009,4128538.649103,0
332229.530416,4128538.733430,0
332229.754267,4128538.839948,0
332229.969031,4128538.935548,0
332230.175596,4128539.064612,0
332230.382160,4128539.193676,0
332230.571439,4128539.345285,0
332230.778449,4128539.496540,0
332230.976370,4128539.636877,0
332231.183380,4128539.788132,0
332231.381524,4128539.939565,0
332231.562159,4128540.102447,0
332231.742795,4128540.265330,0
332231.905923,4128540.439664,0
332232.078137,4128540.624915,0
332232.232622,4128540.810521,0
332232.378685,4128541.018496,0
332232.524526,4128541.215375,0
332232.661725,4128541.423527,0
332232.781192,4128541.632035,0
332232.901104,4128541.862733,0
332233.012151,4128542.093608,0
332233.122976,4128542.313389,0
332233.216515,4128542.555715,0
332233.318696,4128542.786768,0
332233.412013,4128543.017998,0
332233.496464,4128543.249406,0
332233.598646,4128543.480459,0
332233.692184,4128543.722786,0
332233.794144,4128543.942743,0
332233.878595,4128544.174151,0
332234.044388,4128544.481630,0
332234.137038,4128544.679575,0
332234.257838,4128544.954655,0
332234.350266,4128545.141503,0
332234.424964,4128545.328707,0
332234.526701,4128545.537569,0
332234.610708,4128545.746786,0
332234.694715,4128545.956003,0
332234.814183,4128546.164510,0
332234.916142,4128546.384468,0
332235.018546,4128546.626617,0
332235.129593,4128546.857492,0
332235.231774,4128547.088545,0
332235.334400,4128547.341789,0
332235.436582,4128547.572843,0
332235.547628,4128547.803718,0
332235.658897,4128548.045689,0
332235.761301,4128548.287838,0
332235.863705,4128548.529987,0
332235.965886,4128548.761040,0
332236.067846,4128548.980997,0
332236.161162,4128549.212228,0
332236.263565,4128549.454377,0
332236.365747,4128549.685430,0
332236.467706,4128549.905387,0
332236.561023,4128550.136618,0
332236.662982,4128550.356576,0
332236.756298,4128550.587806,0
332236.849393,4128550.807941,0
332236.933622,4128551.028254,0
332237.035359,4128551.237116,0
332237.110278,4128551.435415,0
332237.221547,4128551.677386,0
332237.314641,4128551.897522,0
332237.407513,4128552.106561,0
332237.509473,4128552.326519,0
332237.611432,4128552.546476,0
332237.722701,4128552.788448,0
332237.825104,4128553.030596,0
332237.927063,4128553.250554,0
332238.010626,4128553.437580,0
332238.130538,4128553.668278,0
332238.250450,4128553.898977,0
